protein_annotation	label
RlmN protein	2
Acetyltransferase, family	2
Head protein	2
DNA_PPF domain-containing protein	2
AraC_binding domain-containing protein	2
17 kDa surface antigen	1
Fumarate hydratase class II	2
5'-deoxynucleotidase GFB47_07375	2
P/Homo B domain-containing protein	2
Phage-related head tail joining protein	2
Site-specific DNA-methyltransferase (cytosine-N(4)-specific)	2
NAD-dependent uronate-dehydrogenase	2
Zonula occludens toxin	2
Putative alcohol dehydrogenase	2
Chromatin structure-remodeling complex subunit snf21	2
Snf2 family protein	2
Prophage protein NinE	0
Egl nine 2	2
Peptide chain release factor RF-2	2
PriCT_1 domain-containing protein	2
LMWPc domain-containing protein	2
Ubiquitous surface protein A 2	2
LysR family transcriptional regulator, regulator for bpeEF and oprC	2
Band 7 protein	2
Putative CI repressor	2
Heat shock protein	2
Polyketide biosynthesis malonyl CoA-acyl carrier protein transacylase BaeC	2
Polynucleotide kinase 3-phosphatase	2
Kelch repeat and BTB domain-containing protein 7-like	2
Putative poly polymerase protein	2
Phosphopantothenate--cysteine ligase 1	2
Bacterial stress domain protein	2
NLI interacting factor	2
Kelch repeat-containing	2
core histone macro-H2A.1 isoform X3	2
IstB domain protein ATP-binding protein	2
Putative peptidoglycan binding protein	2
DUF1018 domain-containing protein	1
SprT family zinc-dependent metalloprotease	2
Plastocyanin-like domain-containing protein	2
uncharacterized protein LOC114845163	0
Phage head maturation protease	2
RpiR family transcriptional regulator	2
Thiosulfate sulfurtransferase	2
Antitoxin VapB12 (Modular protein)	2
Tail fiber component K	2
Kelch domain-containing 3	2
Orf212	0
7-dehydrocholesterol reductase	2
Retrotransposon protein	2
Putative RING zinc finger protein	2
Prolyl 4-hydroxylase 3	2
uncharacterized protein LOC113203974 isoform X1	0
ABC transporter domain-containing protein	2
DUF968 domain-containing protein	1
DNA polymerase III subunit epsilon	2
Alpha-monoglucosyldiacylglycerol synthase	2
Oxalate oxidase 1	2
Unplaced genomic scaffold K443scaffold_261, whole genome shotgun sequence	0
Hep_Hag family protein	2
Putative membrane bound ATPase	2
Ribosomal-protein-alanine acetyltransferase RimI	2
NAD+-asparagine ADP-ribosyltransferase	2
AIG2-like protein	2
Tellurium resistance	2
Cilia and flagella associated protein 74	2
DNA polymerase III epsilon subunit, putative	2
UvrD protein	2
Yod1 protein	2
cell division protein FtsZ homolog 1, chloroplastic-like	2
Putative HEMAGGLUTININ-RELATED PROTEIN	2
uncharacterized protein LOC108834657	0
Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase	2
Prolyl 4-hydroxylase	2
Mu-like prophage protein gp29 (DUF935 domain)	1
Glycine/D-amino acid oxidases (Deaminating)	2
LLM class flavin-dependent oxidoreductase	2
Dual-specificity RNA methyltransferase RlmN	2
ITAD	2
Polynucleotide kinase 3'-phosphatase, putative	2
PEP-CTERM domain-containing protein	2
ADP-ribose 1''-phosphate phophatase related protein	2
Putative uncharacterized protein ORFI in retron EC67	0
Glutamine-hydrolyzing asparagine synthase	2
Rbbp9 protein	2
Putative UDP-galactose 4-epimerase	2
Papain fold toxin 1, glutamine deamidase	2
Fibronectin, type III	2
Rad51C	2
SPbeta prophage-derived uncharacterized protein YonJ	2
Two-component response regulator yesN	2
uncharacterized protein YmfN-like	2
AraC-like ligand binding domain protein	2
hypersensitive-induced response protein 1-like isoform X1	2
RNase HI	2
DNA-directed RNA polymerase 1b mitochondrial	2
Cob-i2 ORF	2
Ribonucleoside-diphosphate reductase subunit M2-like isoform X1	2
Tail completion protein R	2
Methyl-accepting chemotaxis signaling domain protein	2
Chromophore lyase	2
Putative co-chaperone GroES	2
KxYKxGKxW signal peptide containing protein	2
Prophage MuMc02, virion morphogenesis protein	2
3',5'-cyclic AMP phosphodiesterase CpdA	2
PIGA domain-containing protein	2
Alpha-scruin-like protein	2
Restriction endonuclease, type I, R subunit/Type III, Res subunit	2
Tox-MPTase3 domain-containing protein	2
Phage Terminase Large Subunit	2
FabF protein	2
Sulfate adenylyltransferase subunit 2 cysD	2
Putative antirestriction protein (Modular protein)	2
Probable ATP-dependent helicase dinG homolog	2
DUF697 domain-containing protein	1
Sarcosine dehydrogenase beta subunit	2
GatB/YqeY domain-containing protein	2
erythroid membrane-associated protein isoform X1	2
Quorum-sensing-regulated virulence factor family protein	2
26S proteasome regulatory subunit 6A (Trinotate prediction)	2
Caudovirales tail fiber assembly protein, lambda gpK	2
Metallophosphoesterase (Modular protein)	2
Putative Phage major capsid protein, HK97 family	2
dCMP hydroxymethylase	2
DUF1321 domain-containing protein	1
BTB-kelch protein	2
Epimerase/dehydratase-related protein	2
Possible minor structural protein gp89	2
Related to BCS1-Mitochondrial protein of the AAA family of ATPases	2
Putative bacteriophage tail completion protein S (GpS)	2
Short C-terminal domain-containing protein	0
E3 ubiquitin-protein ligase WAV3	2
Attractin 1	2
DUF2612 domain-containing protein	1
Protease modulator HflC	2
Beta-galactosidase	2
Phage tail-fiber protein	2
Butyrophilin subfamily 1 member A1-like	2
PREDICTED: Reverse mRNAase zinc-binding domain	2
TOP2B topoisomerase	2
DREV methyltransferase	2
Butyrophilin subfamily 2 member A1-like	2
2-succinylbenzoate--CoA ligase	2
Unplaced genomic scaffold SPHSTscaffold_120, whole genome shotgun sequence	0
Uncharacterized ATPase YjoB	2
Protein RecA, variant 3	2
dUTP diphosphatase	2
Cell division GTPase FtsZ	2
Protein kti12	2
Hydrocephalus-inducing	2
LysR family transcriptional regulator YeiE	2
von Willebrand factor A domain containing 2	2
Cas_Cas4 domain-containing protein	2
TerD-family protein	2
Phage protein D-like protein	2
Predicted DNA-binding protein, contains XRE-type HTH domain	2
Putative cell division control protein	2
AsnB	2
Acyl-coa synthetase	2
Bacteriophage endonuclease	2
Conserved hypothetical phage-related protein	0
ribonucleoside-diphosphate reductase small chain	2
RuvA_N domain-containing protein	2
Transcription elongation factor	2
HAD family phosphatase	2
Enp1	2
Phage baseplate-like protein	2
Peptidoglycan-binding lysin domain	2
Putative secretion ATPase, PEP-CTERM locus family protein	2
KlcA protein	2
D-mannose binding lectin	2
3-hydroxyacyl-[acyl-carrier-protein] dehydratase	2
AB1gp79	0
YjaB_1 protein	2
VrlC	2
Botulinum neurotoxin type X	2
uncharacterized protein LOC108820218	0
RelA/SpoT protein	2
Phosphoesterase domain protein	2
Ribonucleoside-diphosphate reductase, alpha subun it domain protein	2
Putative Similar to bacteriophage protein	0
Bacteriophage head-to-tail connecting protein	2
Electron transfer protein	2
Gll2115 protein	0
N-6 DNA Methylase domain protein	2
Putative DUF1018 protein	1
Prolyl 3-hydroxylase 1	2
Phosphoribosyl pyrophosphate synthetase associated protein 1	2
Choline phosphatase	2
CSON001939 protein	0
Putative acetate operon repressor	2
S-adenosyl-L-methionine-dependent methyltransferase	2
Orf protein	0
Glycosyl hydrolase family 20, domain 2	2
FMN phosphatase YigB, HAD superfamily	2
Proteasome-activating nucleotidase	2
Probable antirestriction protein klca	2
Type III restriction-modification system methylation subunit	2
uncharacterized protein LOC107220128	0
Putative antirepressor protein	2
Probable metallophosphoesterase	2
Bifunctional riboflavin kinase/FMN adenylyltransferase	2
Highly reducing polyketide synthase easB	2
Phosphatidylserine decarboxylase	2
Eaa protein	2
Ferredoxin--NAD+ reductase	2
DNA RNA polymerase	2
APS kinase	2
calcium-activated chloride channel regulator 1	2
Late control D family	2
Putative suh protein	2
F-box/kelch-repeat protein at1g55270-like protein	2
RNase_H superfamily protein	2
Short chain dehydrogenase	2
Cornichon-like isoform X1	2
19	0
Bifunctional DNA primase/polymerase	2
Bacteriophage protein, PF04883 family	1
uncharacterized protein LOC111068026	0
D-amino acid dehydrogenase 2	2
Endopeptidase nlpc/p60 domain	2
Phage head/tail component	2
STAS domain-containing protein	2
DNA-binding helix-turn-helix / peptidase S24-like multi-domain protein	2
POLIIIAc domain-containing protein	2
Secretin	2
DNA/RNA non-specific endonuclease	2
Response regulator transcription factor	2
Prophage Lp3 protein 11	0
Spastin	2
Cupin superfamily protein	2
Alkyl sulfatase, putative	2
Lambda phage integrase Int	2
26S proteasome regulatory subunit 8 26S proteasome AAA-ATPase subunit RPT6	2
TRAP transporter family solute receptor	2
Type i restriction enzyme r subunit	2
DnaJ-like subfamily B member 6-A	2
DNA methylase N-4/N-6	2
Probable RFC3-DNA replication factor C, 40 kDa subunit	2
phoH-like protein	2
Putative ribonuclease H1	2
Phosphoribosyltransferase domain-containing protein	2
YuaG protein	2
Ribose-phosphate pyrophosphokinase 2-like	2
Anthranilate 1,2-dioxygenase system ferredoxin--NAD(+) reductase component	2
Cobalt chelatase subunit CobT	2
Highly reducing polyketide synthase srdA	2
Ribonucleoside-diphosphate reductase adenosylcobalamin-dependent	2
Putative phage tail fiber-related protein	2
RnaseH-domain-containing protein	2
uncharacterized protein LOC108745172 isoform X1	0
Threonine ammonia-lyase	2
Macaca fascicularis brain cDNA clone: QflA-23058, similar to human influenza virus NS1A binding protein (IVNS1ABP), mRNA, RefSeq: NM_006469.2	2
Putative integrase/recombinase y4qK	2
ATP-dependent carboxylate-amine ligase	2
Putative F-box domain, kelch-type beta propeller	2
Phage major tail shaft protein	2
LAME_0G17370g1_1	0
Recombination protein NinG	2
Klhl18 protein	2
Prophage pi1 protein 37, capsid protein	2
Putative dnaj homolog subfamily B member 4	2
Uncharacterized protein YqaJ	0
GNAT family acetyltransferase protein	2
LigB domain-containing protein	2
3-oxoacyl-(Acyl-carrier-protein) reductase FabG	2
Pectate lyase family protein	2
Putative tail component of prophage CP-933X	2
Regulator of protease activity HflC (Stomatin/prohibitin superfamily)	2
Hemophilus-specific protein	2
Ribonucleoside-diphosphate reductase small chain protein	2
uncharacterized protein LOC105422224	0
DNA-binding XRE family transcriptional regulator	2
RNA polymerase subunit sigma	2
Phage small terminase subunit	2
Hypothetical phage tail fibre protein	2
KaiC protein	2
H514	0
RRM2	2
EbsB family protein	2
ATP-dependent Clp protease proteolytic subunit ClpP	2
DUF1654 domain-containing protein	1
DUF4347 domain-containing protein	1
Putative integrase catalytic region	2
DUF4015 domain-containing protein	1
Aspartyl/asparaginyl beta-hydroxylase-like dioxygenase	2
Putative major tail protein	2
Replication factor C subunit 3/5	2
ATP-grasp_3 domain-containing protein	2
MmcB family DNA repair protein	2
Putative peptidase S14	2
DNA (Cytosine-5)-methyltransferase 3B isoform 3	2
ClpS domain-containing protein	2
Chromosome 16 SCAF15002, whole genome shotgun sequence	0
Putative transcriptional regulator, rpiR family protein	2
HTH-type transcriptional regulator AbgR	2
Reverse transcriptase	2
16 kDa heat shock protein A	2
Lysophospholipase L1-like esterase	2
Mitochondrial chaperone BCS-1	2
Similarities with lambda tail fiber assembly protein G	2
Nitrite reductase [NAD(P)H] large subunit	2
Influenza virus NS1A-binding protein homolog B	2
ParB-like partition s domain protein	2
Putative phage single-stranded DNA-binding protein	2
Cell division protein ftsZ	2
Nucleoid-associated protein E6G90_05820	2
Putative stress adaptation protein	2
Secretion protein	2
kelch-like protein 13 isoform X2	2
Peptidoglycan-binding ATPase	2
6-pyruvoyltetrahydropterin/6-carboxytetrahydropterin synthase	2
RAD1 protein	2
GCN5-like N-acetyltransferase	2
FtsH protein	2
NAD-binding oxidoreductase	2
Mu-like major head subunit gpT, prophage protein	2
Helicase MOT1-like protein	2
Ubiquinol:cytochrome C oxidoreductase biogenesis factor	2
PCP degradation transcriptional activation protein	2
Endo-1,4-beta-xylanase A	2
Capsid-like protein	2
DUF2597 family protein	1
ATP-dependent Clp protease proteolytic subunit 2	2
Putative Crossover junction endodeoxyribonuclease RusA	2
Phage portal protein, HK97	2
Disintegrin	2
DNA or RNA helicase of superfamily II-like protein	2
Bacterial stress protein	2
AIG2-like	2
ubiquitin-like modifier-activating enzyme 6	2
ACB domain-containing protein	2
Mt 21s rRNA gene r1-intron	0
Putative RNA methylase	2
Probable cat1 operon transcriptional activator	2
Seryl-tRNA synthetase	2
Fibrillin-1-like, partial	2
DnaJ homolog subfamily C member 10	2
Ubiquitin activating enzyme 2	2
ADP-glyceromanno-heptose 6-epimerase	2
Tyrosine recombinase XerS	2
PAS domain-containing methyl-accepting chemotaxis protein	2
Integrase_H2C2 domain-containing protein	2
RNA ligase family protein	2
TRPL translocation defect protein 14	2
Protein CHROMATIN REMODELING 8	2
HHH_6 domain-containing protein	2
Flagellar protein FlgJ	2
Antirepressor, putative	2
N-terminal acetyltransferase complex ARD1 subunit A	2
NODE_19, whole genome shotgun sequence	0
Putative sulfate transport protein CysZ	2
Ribonucleotide reductase small protein	2
DnaT domain-containing protein	2
RanBP2-type domain-containing protein	2
GMP synthase	2
2OG-Fe(II) oxygenase family oxidoreductase, putative	2
3-oxoacyl-ACP reductase	2
Nitrate ABC transporter ATP-binding protein	2
dCMP deaminase	2
Helix-turn-helix protein domain of transposase family ISL3	2
uncharacterized protein LOC111435535	0
N-acetyltransferase ElaA	2
Tail tube protein	2
Helicase-like transcription factor	2
Putative Phage major tail protein, Phi13 family	2
SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a	2
Uncharacterized protein DUF723	1
Bacteriocin	2
DUF2815 domain-containing protein	1
DNA-binding LytR/AlgR family response regulator	2
Piso0_001286 protein	0
Ribose-phosphate pyrophosphoKinase	2
Related to integrase	2
Putative DNA polymerase III, beta subunit	2
Two-component system, LytT family, response regulator	2
Putative TesA-like protein protease	2
Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase	2
C3H1-type domain-containing protein	2
Chromatin complex subunit A	2
Chromodomain helicase-DNA-binding protein, putative	2
Sporangiospore maturation cell wall hydrolase GsmA	2
Plasmid-related protein	1
Putative nucleoside 2-deoxyribosyltransferase	2
P22 coat - protein 5 family protein	2
Uncharacterized protein PM1122	0
Nucleotidyltransferase-like protein	2
Nuclease SbcCD subunit D	2
Chaperonin HSP60, mitochondrial	2
Putative AIG2-like protein	2
Uncharacterized protein (TIGR02217 family)	1
Pyrimidine reductase	2
ribonucleoside-diphosphate reductase subunit M2-like	2
influenza virus NS1A-binding protein homolog A-like	2
Portal protein p19	2
Putative glutamine amidotransferase-like protein yvdE	2
Antiviral helicase SKI2	2
XkdM protein, phage-like element PBSX	2
FeSOD	2
DUF1353 domain protein	1
Type I-E CRISPR-associated endoribonuclease Cas2	2
DUF4183 domain-containing protein	1
Bifunctional N-acetylglucosamine-1-phosphate uridyltransferase/glucosamine-1-phosphate acetyltransferase	2
TIM barrel protein	2
Intron endonuclease	2
Muramoyltetrapeptide carboxypeptidase	2
Putative DNA (Cytosine-C5) methyltransferase	2
AAA-ATPase At3g28540	2
DUF1367 family protein	1
HTH-type transcriptional regulator xre	2
Putative glucosamine 6-phosphate N-acetyltransferase	2
AntA/AntB antirepressor family protein	2
Virulence factor MVIN family protein	2
Cytochrome C biogenesis protein CycH	2
FAD-dependent thymidylate synthase, inactivated by insertion	2
SJCHGC07835 protein	0
Epimerase family protein	2
Putative Zona occludens toxin	2
Metal-dependent protease of the PAD1/JAB1 superfamily	2
Putative phage-encoded peptidoglycan binding protein	2
Bcs1p-like protein	2
DUF3991 domain-containing protein	1
ParB, chromosome partitioning protein, ParB family	2
Cd06127 DEDDh DNA polymerase III 3'-5' exonuclease domain	2
FtsZ 2	2
NAD(P)-dependent alcohol dehydrogenase	2
Murein DD-endopeptidase MepS/Murein LD-carboxypeptidase	2
Ref family protein	2
Cep76 protein	2
CAZy families CBM50|GH19 protein	2
Orf342 protein	0
uncharacterized protein LOC111082504	0
Peptide chain release factor class A (=1)	2
T1SS associated transglutaminase-like cysteine proteinase LapP	2
Putative alpha glycosidase Glycoside hydrolase family 13	2
